id,journal_name,crawl_date,paper_count
00346535,Review of Economics and Statistics,2025-12-12,0
00335533,Quarterly Journal of Economics,2025-12-12,2
00346527,Review of Economic Studies,2025-12-12,0
00031224,American Sociological Review,2025-12-12,2
03600572,Annual Review of Sociology,2025-12-12,0
02667215,European Sociological Review,2025-12-12,0
00377732,Social Forces,2025-12-12,5
00491241,Sociological Methods & Research,2025-12-12,1
14616696,European Societies,2025-12-12,0
00027162,Annals of the American Academy of Political and Social Science,2025-12-12,0
00280836,Nature,2025-12-12,0
23973374,Nature Human Behaviour,2025-12-12,7
00278424,PNAS,2025-12-12,8
00368075,Science,2025-12-12,1
23752548,Science Advances,2025-12-12,1
14751461,Socio-Economic Review,2025-12-12,0
2214594X,Comparative Migration Studies,2025-12-12,3
01419870,Ethnic and Racial Studies,2025-12-12,10
00207985,International Migration,2025-12-12,1
01979183,International Migration Review,2025-12-12,2
1369183X,Journal of Ethnic and Migration Studies,2025-12-12,4
09516328,Journal of Refugee Studies,2025-12-12,1
15448444,Population Space and Place,2025-12-12,4
20566085,Journal of Race Ethnicity and Politics,2025-12-12,1
09521895,Governance,2025-12-12,4
13501763,Journal of European Public Policy,2025-12-12,4
10531858,Journal of Public Administration Research and Theory,2025-12-12,1
0143814X,Journal of Public Policy,2025-12-12,0
00333298,Public Administration,2025-12-12,1
00333352,Public Administration Review,2025-12-12,2
14719037,Public Management Review,2025-12-12,3
17485983,Regulation & Governance,2025-12-12,0
19312458,Communication Methods and Measures,2025-12-12,0
00936502,Communication Research,2025-12-12,2
21670811,Digital Journalism,2025-12-12,0
03603989,Human Communication Research,2025-12-12,1
1369118X,"Information, Communication & Society",2025-12-12,8
21976775,Internet Policy Review,2025-12-12,0
00219916,Journal of Communication,2025-12-12,0
01634437,"Media, Culture & Society",2025-12-12,0
10584609,Political Communication,2025-12-12,0
20563051,Social Media + Society,2025-12-12,5
03085961,Telecommunications Policy,2025-12-12,2
26624435,Communications Earth & Environment,2025-12-12,0
17489326,Environmental Research Letters,2025-12-12,5
01650009,Climatic Change,2025-12-12,7
1758678X,Nature Climate Change,2025-12-12,2
09644016,Environmental Politics,2025-12-12,0
15263800,Global Environmental Politics,2025-12-12,0
14693062,Climate Policy,2025-12-12,4
09593780,Global Environmental Change: Human and Policy Dimensions,2025-12-12,1
00925853,American Journal of Political Science,2025-12-05,2
00030554,American Political Science Review,2025-12-05,1
10942939,Annual Review of Political Science,2025-12-05,0
00071234,British Journal of Political Science,2025-12-05,1
00104140,Comparative Political Studies,2025-12-05,1
00104159,Comparative Politics,2025-12-05,0
02613794,Electoral Studies,2025-12-05,4
03044130,European Journal of Political Research,2025-12-05,0
00208183,International Organization,2025-12-05,1
01622889,International Security,2025-12-05,0
00208833,International Studies Quarterly,2025-12-05,0
00220027,Journal of Conflict Resolution,2025-12-05,0
20522630,Journal of Experimental Political Science,2025-12-05,0
00223433,Journal of Peace Research,2025-12-05,0
09516298,Journal of Theoretical Politics,2025-12-05,0
03629805,Legislative Studies Quarterly,2025-12-05,0
10490965,PS: Political Science & Politics,2025-12-05,1
13540688,Party Politics,2025-12-05,5
10471987,Political Analysis,2025-12-05,2
01909320,Political Behavior,2025-12-05,2
09626298,Political Geography,2025-12-05,5
0162895X,Political Psychology,2025-12-05,4
20498470,Political Science Research and Methods,2025-12-05,5
00485829,Public Choice,2025-12-05,0
0033362X,Public Opinion Quarterly,2025-12-05,0
15540626,Quarterly Journal of Political Science,2025-12-05,0
20531680,Research & Politics,2025-12-05,2
00223816,Journal of Politics,2025-12-05,0
01402382,West European Politics,2025-12-05,1
00438871,World Politics,2025-12-05,0
15375927,Perspectives on Politics,2025-12-05,2
19457782,AEJ: Applied Economics,2025-12-05,0
19457731,AEJ: Economic Policy,2025-12-05,0
00028282,American Economic Review,2025-12-05,0
19411383,Annual Review of Economics,2025-12-05,0
00129682,Econometrica,2025-12-05,0
00130133,Economic Journal,2025-12-05,1
02664658,Economic Policy,2025-12-05,0
00142921,European Economic Review,2025-12-05,6
03044076,Journal of Econometrics,2025-12-05,2
00220515,Journal of Economic Literature,2025-12-05,19
08953309,Journal of Economic Perspectives,2025-12-05,0
00223808,Journal of Political Economy,2025-12-05,11
00472727,Journal of Public Economics,2025-12-05,4
15424766,Journal of the European Economic Association,2025-12-05,3
00346535,Review of Economics and Statistics,2025-12-05,0
00335533,Quarterly Journal of Economics,2025-12-05,1
00346527,Review of Economic Studies,2025-12-05,2
00031224,American Sociological Review,2025-12-05,1
03600572,Annual Review of Sociology,2025-12-05,0
02667215,European Sociological Review,2025-12-05,1
00377732,Social Forces,2025-12-05,5
00491241,Sociological Methods & Research,2025-12-05,1
14616696,European Societies,2025-12-05,0
00027162,Annals of the American Academy of Political and Social Science,2025-12-05,0
00280836,Nature,2025-12-05,3
23973374,Nature Human Behaviour,2025-12-05,0
00278424,PNAS,2025-12-05,4
00368075,Science,2025-12-05,1
23752548,Science Advances,2025-12-05,1
14751461,Socio-Economic Review,2025-12-05,3
2214594X,Comparative Migration Studies,2025-12-05,1
01419870,Ethnic and Racial Studies,2025-12-05,12
00207985,International Migration,2025-12-05,0
01979183,International Migration Review,2025-12-05,5
1369183X,Journal of Ethnic and Migration Studies,2025-12-05,7
09516328,Journal of Refugee Studies,2025-12-05,0
15448444,Population Space and Place,2025-12-05,3
20566085,Journal of Race Ethnicity and Politics,2025-12-05,1
09521895,Governance,2025-12-05,2
13501763,Journal of European Public Policy,2025-12-05,6
10531858,Journal of Public Administration Research and Theory,2025-12-05,1
0143814X,Journal of Public Policy,2025-12-05,0
00333298,Public Administration,2025-12-05,0
00333352,Public Administration Review,2025-12-05,1
14719037,Public Management Review,2025-12-05,7
17485983,Regulation & Governance,2025-12-05,4
19312458,Communication Methods and Measures,2025-12-05,0
00936502,Communication Research,2025-12-05,2
21670811,Digital Journalism,2025-12-05,0
03603989,Human Communication Research,2025-12-05,0
1369118X,"Information, Communication & Society",2025-12-05,7
21976775,Internet Policy Review,2025-12-05,0
00219916,Journal of Communication,2025-12-05,1
01634437,"Media, Culture & Society",2025-12-05,0
10584609,Political Communication,2025-12-05,1
20563051,Social Media + Society,2025-12-05,7
03085961,Telecommunications Policy,2025-12-05,3
26624435,Communications Earth & Environment,2025-12-05,3
17489326,Environmental Research Letters,2025-12-05,1
01650009,Climatic Change,2025-12-05,4
1758678X,Nature Climate Change,2025-12-05,0
09644016,Environmental Politics,2025-12-05,2
15263800,Global Environmental Politics,2025-12-05,4
14693062,Climate Policy,2025-12-05,3
09593780,Global Environmental Change: Human and Policy Dimensions,2025-12-05,3
00925853,American Journal of Political Science,2025-11-28,1
00030554,American Political Science Review,2025-11-28,2
10942939,Annual Review of Political Science,2025-11-28,3
00071234,British Journal of Political Science,2025-11-28,4
00104140,Comparative Political Studies,2025-11-28,2
00104159,Comparative Politics,2025-11-28,0
02613794,Electoral Studies,2025-11-28,5
03044130,European Journal of Political Research,2025-11-28,5
00208183,International Organization,2025-11-28,2
01622889,International Security,2025-11-28,0
00208833,International Studies Quarterly,2025-11-28,0
00220027,Journal of Conflict Resolution,2025-11-28,1
20522630,Journal of Experimental Political Science,2025-11-28,0
00223433,Journal of Peace Research,2025-11-28,1
09516298,Journal of Theoretical Politics,2025-11-28,0
03629805,Legislative Studies Quarterly,2025-11-28,1
10490965,PS: Political Science & Politics,2025-11-28,0
13540688,Party Politics,2025-11-28,5
10471987,Political Analysis,2025-11-28,0
01909320,Political Behavior,2025-11-28,4
09626298,Political Geography,2025-11-28,6
0162895X,Political Psychology,2025-11-28,4
20498470,Political Science Research and Methods,2025-11-28,0
00485829,Public Choice,2025-11-28,6
0033362X,Public Opinion Quarterly,2025-11-28,2
15540626,Quarterly Journal of Political Science,2025-11-28,0
20531680,Research & Politics,2025-11-28,3
00223816,Journal of Politics,2025-11-28,9
01402382,West European Politics,2025-11-28,1
00438871,World Politics,2025-11-28,0
15375927,Perspectives on Politics,2025-11-28,2
19457782,AEJ: Applied Economics,2025-11-28,0
19457731,AEJ: Economic Policy,2025-11-28,0
00028282,American Economic Review,2025-11-28,12
19411383,Annual Review of Economics,2025-11-28,0
00129682,Econometrica,2025-11-28,0
00130133,Economic Journal,2025-11-28,2
02664658,Economic Policy,2025-11-28,0
00142921,European Economic Review,2025-11-28,9
03044076,Journal of Econometrics,2025-11-28,3
00220515,Journal of Economic Literature,2025-11-28,0
08953309,Journal of Economic Perspectives,2025-11-28,0
00223808,Journal of Political Economy,2025-11-28,0
00472727,Journal of Public Economics,2025-11-28,6
15424766,Journal of the European Economic Association,2025-11-28,1
00346535,Review of Economics and Statistics,2025-11-28,0
00335533,Quarterly Journal of Economics,2025-11-28,0
00346527,Review of Economic Studies,2025-11-28,1
00031224,American Sociological Review,2025-11-28,4
03600572,Annual Review of Sociology,2025-11-28,0
02667215,European Sociological Review,2025-11-28,2
00377732,Social Forces,2025-11-28,6
00491241,Sociological Methods & Research,2025-11-28,0
14616696,European Societies,2025-11-28,0
00027162,Annals of the American Academy of Political and Social Science,2025-11-28,0
00280836,Nature,2025-11-28,2
23973374,Nature Human Behaviour,2025-11-28,1
00278424,PNAS,2025-11-28,11
00368075,Science,2025-11-28,2
23752548,Science Advances,2025-11-28,6
14751461,Socio-Economic Review,2025-11-28,1
2214594X,Comparative Migration Studies,2025-11-28,5
01419870,Ethnic and Racial Studies,2025-11-28,6
00207985,International Migration,2025-11-28,1
01979183,International Migration Review,2025-11-28,2
1369183X,Journal of Ethnic and Migration Studies,2025-11-28,4
09516328,Journal of Refugee Studies,2025-11-28,0
15448444,Population Space and Place,2025-11-28,7
20566085,Journal of Race Ethnicity and Politics,2025-11-28,0
09521895,Governance,2025-11-28,3
13501763,Journal of European Public Policy,2025-11-28,2
10531858,Journal of Public Administration Research and Theory,2025-11-28,0
0143814X,Journal of Public Policy,2025-11-28,1
00333298,Public Administration,2025-11-28,1
00333352,Public Administration Review,2025-11-28,1
14719037,Public Management Review,2025-11-28,4
17485983,Regulation & Governance,2025-11-28,2
19312458,Communication Methods and Measures,2025-11-28,0
00936502,Communication Research,2025-11-28,3
21670811,Digital Journalism,2025-11-28,3
03603989,Human Communication Research,2025-11-28,1
1369118X,"Information, Communication & Society",2025-11-28,12
21976775,Internet Policy Review,2025-11-28,0
00219916,Journal of Communication,2025-11-28,1
01634437,"Media, Culture & Society",2025-11-28,1
10584609,Political Communication,2025-11-28,2
20563051,Social Media + Society,2025-11-28,2
03085961,Telecommunications Policy,2025-11-28,2
26624435,Communications Earth & Environment,2025-11-28,6
17489326,Environmental Research Letters,2025-11-28,3
01650009,Climatic Change,2025-11-28,0
1758678X,Nature Climate Change,2025-11-28,3
09644016,Environmental Politics,2025-11-28,4
15263800,Global Environmental Politics,2025-11-28,0
14693062,Climate Policy,2025-11-28,1
09593780,Global Environmental Change: Human and Policy Dimensions,2025-11-28,1
00925853,American Journal of Political Science,2025-11-21,2
00030554,American Political Science Review,2025-11-21,3
10942939,Annual Review of Political Science,2025-11-21,0
00071234,British Journal of Political Science,2025-11-21,8
00104140,Comparative Political Studies,2025-11-21,1
00104159,Comparative Politics,2025-11-21,1
02613794,Electoral Studies,2025-11-21,2
03044130,European Journal of Political Research,2025-11-21,2
00208183,International Organization,2025-11-21,17
01622889,International Security,2025-11-21,0
00208833,International Studies Quarterly,2025-11-21,1
00220027,Journal of Conflict Resolution,2025-11-21,1
20522630,Journal of Experimental Political Science,2025-11-21,1
00223433,Journal of Peace Research,2025-11-21,1
09516298,Journal of Theoretical Politics,2025-11-21,0
03629805,Legislative Studies Quarterly,2025-11-21,1
10490965,PS: Political Science & Politics,2025-11-21,1
13540688,Party Politics,2025-11-21,4
10471987,Political Analysis,2025-11-21,0
01909320,Political Behavior,2025-11-21,3
09626298,Political Geography,2025-11-21,9
0162895X,Political Psychology,2025-11-21,0
20498470,Political Science Research and Methods,2025-11-21,2
00485829,Public Choice,2025-11-21,1
0033362X,Public Opinion Quarterly,2025-11-21,3
15540626,Quarterly Journal of Political Science,2025-11-21,0
20531680,Research & Politics,2025-11-21,0
00223816,Journal of Politics,2025-11-21,4
01402382,West European Politics,2025-11-21,1
00438871,World Politics,2025-11-21,0
15375927,Perspectives on Politics,2025-11-21,13
19457782,AEJ: Applied Economics,2025-11-21,0
19457731,AEJ: Economic Policy,2025-11-21,0
00028282,American Economic Review,2025-11-21,0
19411383,Annual Review of Economics,2025-11-21,0
00129682,Econometrica,2025-11-21,13
00130133,Economic Journal,2025-11-21,3
02664658,Economic Policy,2025-11-21,0
00142921,European Economic Review,2025-11-21,4
03044076,Journal of Econometrics,2025-11-21,13
00220515,Journal of Economic Literature,2025-11-21,0
08953309,Journal of Economic Perspectives,2025-11-21,0
00223808,Journal of Political Economy,2025-11-21,0
00472727,Journal of Public Economics,2025-11-21,4
15424766,Journal of the European Economic Association,2025-11-21,1
00346535,Review of Economics and Statistics,2025-11-21,0
00335533,Quarterly Journal of Economics,2025-11-21,0
